stars,text,clean_text,sentences,lemm_sentences
5,Es un lugar muy bonito para pasar una tarde familiar. Debería tener en mejor estado los juegos para niños,es un lugar muy bonito para pasar una tarde familiar. deberia tener en mejor estado los juegos para ninios,"['es un lugar muy bonito para pasar una tarde familiar', 'deberia tener en mejor estado los juegos para ninios']","['ser uno lugar mucho bonito para pasar uno tarde familiar', 'deberio tener en mejor estado el juego para ninio']"
4,"Es un lugar muy bonito donde se pueden organizar festividades, ofrecen buenos servicios de fiestas y alquiler de locales.","es un lugar muy bonito donde se pueden organizar festividades, ofrecen buenos servicios de fiestas y alquiler de locales.",['es un lugar muy bonito donde se pueden organizar festividades ofrecen buenos servicios de fiestas y alquiler de locales'],['ser uno lugar mucho bonito donde él poder organizar festividad ofrecer buen servicio de fiesta y alquiler de local']
4,Calidad Precio por persona Q 100-150 Comida: 4 Servicio: 3 Ambiente: 5,calidad precio por persona q 100-150 comida: 4 servicio: 3 ambiente: 5,['calidad precio por persona q 100150 comida 4 servicio 3 ambiente 5'],['calidad precio por persona q comida servicio ambiente']
1,"Aunque la ubicación sigue siendo buena, el lugar perdió el brillo de elegancia que tuvo hace muchos años, luce descuidado y anticuado.","aunque la ubicacion sigue siendo buena, el lugar perdio el brillo de elegancia que tuvo hace muchos anios, luce descuidado y anticuado.",['aunque la ubicacion sigue siendo buena el lugar perdio el brillo de elegancia que tuvo hace muchos anios luce descuidado y anticuado'],['aunque el ubicacion seguir ser buen el lugar perdio el brillo de elegancia que tener hacer mucho anio lucir descuidado y anticuado']
5,"Muy agradable por las instalaciones que ofrecen comodidad, diversión y buenos precios.","muy agradable por las instalaciones que ofrecen comodidad, diversion y buenos precios.",['muy agradable por las instalaciones que ofrecen comodidad diversion y buenos precios'],['mucho agradable por el instalación que ofrecer comodidad diversion y buen precio']
5,"Un lugar ideal para festividades, con parqueo con seguridad. Buena atención un lugar muy limpio y agradable ambiente familiar","un lugar ideal para festividades, con parqueo con seguridad. buena atencion un lugar muy limpio y agradable ambiente familiar","['un lugar ideal para festividades con parqueo con seguridad', 'buena atencion un lugar muy limpio y agradable ambiente familiar']","['uno lugar ideal para festividad con parqueo con seguridad', 'buen atencion uno lugar mucho limpio y agradable ambiente familiar']"
4,E realizado eventos Y los precios dentro de lo normal Comida: 5 Servicio: 5 Ambiente: 4,e realizado eventos y los precios dentro de lo normal comida: 5 servicio: 5 ambiente: 4,['e realizado eventos y los precios dentro de lo normal comida 5 servicio 5 ambiente 4'],['e realizado evento y el precio dentro de él normal comida servicio ambiente']
3,Te venden un paquete 5 estrellas y resulta de 3 nada del otro mundo Precio por persona Q 100-150 Comida: 3 Servicio: 3 Ambiente: 3,te venden un paquete 5 estrellas y resulta de 3 nada del otro mundo precio por persona q 100-150 comida: 3 servicio: 3 ambiente: 3,['te venden un paquete 5 estrellas y resulta de 3 nada del otro mundo precio por persona q 100150 comida 3 servicio 3 ambiente 3'],['tú vender uno paquete estrella y resultar de nada del otro mundo precio por persona q comida servicio ambiente']
4,"Muy bonito, tiene piscina, buen servicio, pero algunas instalaciones de los servicios sanitarios están muy viejas","muy bonito, tiene piscina, buen servicio, pero algunas instalaciones de los servicios sanitarios estan muy viejas",['muy bonito tiene piscina buen servicio pero algunas instalaciones de los servicios sanitarios estan muy viejas'],['mucho bonito tener piscina buen servicio pero alguno instalación de el servicio sanitario estar mucho viejo']
5,Muy bueno todo!!!,muy bueno todo!!!,['muy bueno todo'],['mucho bueno todo']
5,"Excelente ambiente, para pareja o en familia, buen servicio y amabilidad del personal.","excelente ambiente, para pareja o en familia, buen servicio y amabilidad del personal.",['excelente ambiente para pareja o en familia buen servicio y amabilidad del personal'],['excelente ambiente para pareja o en familia buen servicio y amabilidad del personal']
3,"La comida bastante mala, así como el servicio muy poco recurrente, los meseros no estaban atentos a nuestras peticiones, el lugar muy lindo","la comida bastante mala, asi como el servicio muy poco recurrente, los meseros no estaban atentos a nuestras peticiones, el lugar muy lindo",['la comida bastante mala asi como el servicio muy poco recurrente los meseros no estaban atentos a nuestras peticiones el lugar muy lindo'],['el comida bastante malo asi como el servicio mucho poco recurrente el mesero no estar atento a nuestro petición el lugar mucho lindo']
5,En realidad me encantó el lugar bonito agradable y amplio parqueo con seguridad,en realidad me encanto el lugar bonito agradable y amplio parqueo con seguridad,['en realidad me encanto el lugar bonito agradable y amplio parqueo con seguridad'],['en realidad yo encantar el lugar bonito agradable y amplio parqueo con seguridad']
5,"Los desayunos son deliciosos, hay amplio parqueo, con un costo de Q 5.00, bonito lugar!!!","los desayunos son deliciosos, hay amplio parqueo, con un costo de q 5.00, bonito lugar!!!","['los desayunos son deliciosos hay amplio parqueo con un costo de q 5', '00 bonito lugar']","['el desayuno ser delicioso haber amplio parqueo con uno costo de q', 'bonito lugar']"
3,"Muy bonito lugar... hay canchas deportivas, piscina, salones para eventos, comida y bar...","muy bonito lugar... hay canchas deportivas, piscina, salones para eventos, comida y bar...","['muy bonito lugar', 'hay canchas deportivas piscina salones para eventos comida y bar']","['mucho bonito lugar', 'haber cancha deportivo piscinar salón para evento comida y bar']"
5,El servicio del restaurante muy bueno la comida sabrosa y la piscina muy limpia el club es muy bonito y le han hecho muchas mejoras los baños muy limpios,el servicio del restaurante muy bueno la comida sabrosa y la piscina muy limpia el club es muy bonito y le han hecho muchas mejoras los banios muy limpios,['el servicio del restaurante muy bueno la comida sabrosa y la piscina muy limpia el club es muy bonito y le han hecho muchas mejoras los banios muy limpios'],['el servicio del restaurante mucho bueno el comida sabroso y el piscina mucho limpio el club ser mucho bonito y él haber hacer mucho mejora el banio mucho limpio']
5,Un lugar muy agradable para compartir en familia,un lugar muy agradable para compartir en familia,['un lugar muy agradable para compartir en familia'],['uno lugar mucho agradable para compartir en familia']
2,Únicamente con la comida de muy mala calidad alitas de bocas sin sabor ensalada Le hace falta un poco más de queso cerveza hacen falta más,unicamente con la comida de muy mala calidad alitas de bocas sin sabor ensalada le hace falta un poco mas de queso cerveza hacen falta mas,['unicamente con la comida de muy mala calidad alitas de bocas sin sabor ensalada le hace falta un poco mas de queso cerveza hacen falta mas'],['unicamente con el comida de mucho malo calidad alita de boca sin sabor ensalado él hacer falta uno poco mas de queso cerveza hacer falta mas']
2,No hay personal en recepción en eventos a las 7 de la mañana Comida: 3 Servicio: 3 Ambiente: 2,no hay personal en recepcion en eventos a las 7 de la maniana comida: 3 servicio: 3 ambiente: 2,['no hay personal en recepcion en eventos a las 7 de la maniana comida 3 servicio 3 ambiente 2'],['no haber personal en recepcion en evento a el de el maniana comida servicio ambiente']
5,"Lugar muy limpio, seguro y sobre todo buena atencion.","lugar muy limpio, seguro y sobre todo buena atencion.",['lugar muy limpio seguro y sobre todo buena atencion'],['lugar mucho limpio seguro y sobre todo buen atencion']
5,Es un lugar muy bueno para ir en familia y compartir,es un lugar muy bueno para ir en familia y compartir,['es un lugar muy bueno para ir en familia y compartir'],['ser uno lugar mucho bueno para ir en familia y compartir']
4,Buen servicio y hay restaurante a la carta y con menú ejecutivo entre semana,buen servicio y hay restaurante a la carta y con menu ejecutivo entre semana,['buen servicio y hay restaurante a la carta y con menu ejecutivo entre semana'],['buen servicio y haber restaurante a el carta y con menu ejecutivo entre semana']
4,"Hay buena seguridad, amabilidad, buen servicio, piscina, sauna, accesible, centrico, buen lugar para leer, descansar, meditar.","hay buena seguridad, amabilidad, buen servicio, piscina, sauna, accesible, centrico, buen lugar para leer, descansar, meditar.",['hay buena seguridad amabilidad buen servicio piscina sauna accesible centrico buen lugar para leer descansar meditar'],['haber buen seguridad amabilidad buen servicio piscinar sauna accesible centrico buen lugar para leer descansar meditar']
5,"Es un sitio con un buen servicio,excelente en presentacion y abundante naturaleza","es un sitio con un buen servicio,excelente en presentacion y abundante naturaleza",['es un sitio con un buen servicioexcelente en presentacion y abundante naturaleza'],['ser uno sitio con uno buen servicioexcelente en presentacion y abundante naturaleza']
5,Hubo parqueo precio cómodo. Instalaciones apropiadas al evento. Bien atendidos.,hubo parqueo precio comodo. instalaciones apropiadas al evento. bien atendidos.,"['hubo parqueo precio comodo', 'instalaciones apropiadas al evento', 'bien atendidos']","['haber parqueo precio comodo', 'instalación apropiado al evento', 'bien atendido']"
5,Salones muy bellos y comodos. Muy recomendado para poder realizar sus eventos.,salones muy bellos y comodos. muy recomendado para poder realizar sus eventos.,"['salones muy bellos y comodos', 'muy recomendado para poder realizar sus eventos']","['salón mucho bello y comodo', 'mucho recomendado para poder realizar su evento']"
5,"Excelente atención, buen servicio y unas instalaciones muy bonitas","excelente atencion, buen servicio y unas instalaciones muy bonitas",['excelente atencion buen servicio y unas instalaciones muy bonitas'],['excelente atencion buen servicio y uno instalación mucho bonito']
3,"El clima estaba bastante agradable, la atención esta vez si fue buena.","el clima estaba bastante agradable, la atencion esta vez si fue buena.",['el clima estaba bastante agradable la atencion esta vez si fue buena'],['el clima estar bastante agradable el atencion este vez si ser buen']
2,El lugar es muy bonito. La comida no sstisfac. El servicio rrgular,el lugar es muy bonito. la comida no sstisfac. el servicio rrgular,"['el lugar es muy bonito', 'la comida no sstisfac', 'el servicio rrgular']","['el lugar ser mucho bonito', 'el comida no sstisfac', 'el servicio rrgular']"
1,"No hay aire acondicionado, demasiado calor, la comida estaba horrible, nos dieron empanadas y estaban duras, pésimo servicio.","no hay aire acondicionado, demasiado calor, la comida estaba horrible, nos dieron empanadas y estaban duras, pesimo servicio.",['no hay aire acondicionado demasiado calor la comida estaba horrible nos dieron empanadas y estaban duras pesimo servicio'],['no haber aire acondicionado demasiado calor el comida estar horrible yo dar empanada y estar duro pesimo servicio']
5,"Servicio explendido, amplio parqueo, comida muy buena, excelente instalaciones","servicio explendido, amplio parqueo, comida muy buena, excelente instalaciones",['servicio explendido amplio parqueo comida muy buena excelente instalaciones'],['servicio explendido amplio parqueo comido mucho buen excelente instalación']
5,"Lugar recomendado, servicio impecable y el persona muy atento","lugar recomendado, servicio impecable y el persona muy atento",['lugar recomendado servicio impecable y el persona muy atento'],['lugar recomendado servicio impecable y el persona mucho atento']
5,"Me encantó por como lo atienden son muy amables y serviciales, lo recomiendo.","me encanto por como lo atienden son muy amables y serviciales, lo recomiendo.",['me encanto por como lo atienden son muy amables y serviciales lo recomiendo'],['yo encantar por como él atender ser mucho amable y servicia él él recomeir']
5,Un lugar de ambiente familiar Precio por persona Q 150-200 Comida: 5 Servicio: 5 Ambiente: 5,un lugar de ambiente familiar precio por persona q 150-200 comida: 5 servicio: 5 ambiente: 5,['un lugar de ambiente familiar precio por persona q 150200 comida 5 servicio 5 ambiente 5'],['uno lugar de ambiente familiar precio por persona q comida servicio ambiente']
3,"Lugar de eventos sociales, linda ubicación y jardines vistosos, salones amplios y comodos","lugar de eventos sociales, linda ubicacion y jardines vistosos, salones amplios y comodos",['lugar de eventos sociales linda ubicacion y jardines vistosos salones amplios y comodos'],['lugar de evento social linda ubicacion y jardín vistoso salón amplio y comodo']
4,"Si uno va a una fiesta, cuesta caminar desde los parqueos que quedan al fondo, arruinan los zapatos con el piedrin","si uno va a una fiesta, cuesta caminar desde los parqueos que quedan al fondo, arruinan los zapatos con el piedrin",['si uno va a una fiesta cuesta caminar desde los parqueos que quedan al fondo arruinan los zapatos con el piedrin'],['si uno ir a uno fiesta costar caminar desde el parqueo que quedar al fondo arruinar el zapato con el piedrin']
4,"Buen parqueo, amplio, tranquilo, seguro y servicio rápido, buen precio.","buen parqueo, amplio, tranquilo, seguro y servicio rapido, buen precio.",['buen parqueo amplio tranquilo seguro y servicio rapido buen precio'],['buen parqueo amplio tranquilo seguro y servicio rapido buen precio']
4,"Un lugar muy agradable, muy bueno para realizar reuniones.","un lugar muy agradable, muy bueno para realizar reuniones.",['un lugar muy agradable muy bueno para realizar reuniones'],['uno lugar mucho agradable mucho bueno para realizar reunión']
2,Deprimente... Este club tiene como 500 años... Deberían botarlo todo y hacer instalaciones nuevas. Parece que se quedaron atrapados el los 70's... Que deprimente.,deprimente... este club tiene como 500 anios... deberian botarlo todo y hacer instalaciones nuevas. parece que se quedaron atrapados el los 70's... que deprimente.,"['deprimente', 'este club tiene como 500 anios', 'deberian botarlo todo y hacer instalaciones nuevas', 'parece que se quedaron atrapados el los 70s', 'que deprimente']","['deprimente', 'este club tener como anio', 'deberiar botar él todo y hacer instalación nuevo', 'parecer que él quedar atrapado el el', 'que deprimentar']"
5,"Muy buen servicio, fácil de llegar carretera en perfectas Condiciones","muy buen servicio, facil de llegar carretera en perfectas condiciones",['muy buen servicio facil de llegar carretera en perfectas condiciones'],['mucho buen servicio facil de llegar carretera en perfecto condición']
4,Me gusta ya que la piscina esta aclimatada. Tambien el area verde es increible.,me gusta ya que la piscina esta aclimatada. tambien el area verde es increible.,"['me gusta ya que la piscina esta aclimatada', 'tambien el area verde es increible']","['yo gustar ya que el piscina este aclimatada', 'tambien el area verde ser increible']"
5,Gallos bien frías.,gallos bien frias.,['gallos bien frias'],['gallo bien fria']
5,Lugar para celebrar cualquier evento. Muy bueno,lugar para celebrar cualquier evento. muy bueno,"['lugar para celebrar cualquier evento', 'muy bueno']","['lugar para celebrar cualquiera evento', 'mucho bueno']"
5,Muy buen lugar es magnifico pero sugiero una piscina no tan honda,muy buen lugar es magnifico pero sugiero una piscina no tan honda,['muy buen lugar es magnifico pero sugiero una piscina no tan honda'],['mucho buen lugar ser magnifico pero sugerir uno piscina no tanto hondo']
5,"Lindo lugar, acogedor, salones amplios y buena comida en eventos","lindo lugar, acogedor, salones amplios y buena comida en eventos",['lindo lugar acogedor salones amplios y buena comida en eventos'],['lindar lugar acogedor salón amplio y buen comida en evento']
4,Es muy fino y elegante con vista hacia los jardines y cerca del aereopuerto,es muy fino y elegante con vista hacia los jardines y cerca del aereopuerto,['es muy fino y elegante con vista hacia los jardines y cerca del aereopuerto'],['ser mucho fino y elegante con vista hacia el jardín y cerca del aereopuerto']
5,"parque amplio, Servicio de primero, Costo económico, Opciones de lo que busca... Hay de todo...","parque amplio, servicio de primero, costo economico, opciones de lo que busca... hay de todo...","['parque amplio servicio de primero costo economico opciones de lo que busca', 'hay de todo']","['parque amplio servicio de primero costo economico opción de él que buscar', 'haber de todo']"
5,"Muy bonito, buen servicio y amplio parqueo","muy bonito, buen servicio y amplio parqueo",['muy bonito buen servicio y amplio parqueo'],['mucho bonito buen servicio y amplio parqueo']
3,El lugar es bueno para almorzar.. tiene a la carta y ejecutivos a un precio razonable.,el lugar es bueno para almorzar.. tiene a la carta y ejecutivos a un precio razonable.,"['el lugar es bueno para almorzar', 'tiene a la carta y ejecutivos a un precio razonable']","['el lugar ser bueno para almorzar', 'tener a el carta y ejecutivo a uno precio razonable']"
4,El lugar está bien. La entrada al parqueo es muy desordenada.,el lugar esta bien. la entrada al parqueo es muy desordenada.,"['el lugar esta bien', 'la entrada al parqueo es muy desordenada']","['el lugar este bien', 'el entrada al parqueo ser mucho desordenado']"
5,"buen servicio, amplió parqueo y seguro a un bajo costo","buen servicio, amplio parqueo y seguro a un bajo costo",['buen servicio amplio parqueo y seguro a un bajo costo'],['buen servicio amplio parqueo y seguro a uno bajo costo']
5,Bonito los salones y limpios los baños buen servicio de personal,bonito los salones y limpios los banios buen servicio de personal,['bonito los salones y limpios los banios buen servicio de personal'],['bonito el salón y limpio el banio buen servicio de personal']
5,Excelente lugar para recreación Precio por persona Q 50-100 Comida: 5 Servicio: 5 Ambiente: 5 Espacios para estacionar Hay suficiente espacio Opciones de estacionamiento Estacionamiento gratuito Estacionamiento Excelenteby gratuito,excelente lugar para recreacion precio por persona q 50-100 comida: 5 servicio: 5 ambiente: 5 espacios para estacionar hay suficiente espacio opciones de estacionamiento estacionamiento gratuito estacionamiento excelenteby gratuito,['excelente lugar para recreacion precio por persona q 50100 comida 5 servicio 5 ambiente 5 espacios para estacionar hay suficiente espacio opciones de estacionamiento estacionamiento gratuito estacionamiento excelenteby gratuito'],['excelente lugar para recreacion precio por persona q comida servicio ambiente espacio para estacionar haber suficiente espacio opción de estacionamiento estacionamiento gratuito estacionamiento excelenteby gratuito']
5,Excelente ambiente para pasar un buen rato,excelente ambiente para pasar un buen rato,['excelente ambiente para pasar un buen rato'],['excelente ambiente para pasar uno buen rato']
4,"Lugas exelente para fiestas oreuniones con amigos o familiares, tambien te puedes echar un chapuson","lugas exelente para fiestas oreuniones con amigos o familiares, tambien te puedes echar un chapuson",['lugas exelente para fiestas oreuniones con amigos o familiares tambien te puedes echar un chapuson'],['luga exelente para fiesta oreunión con amigo o familiar tambien tú poder echar uno chapuson']
4,"Excelente atención, amplio parqueo, buen precio","excelente atencion, amplio parqueo, buen precio",['excelente atencion amplio parqueo buen precio'],['excelente atencion amplio parqueo buen precio']
5,Un lugar muy bonito y la comida estuvo deliciosa,un lugar muy bonito y la comida estuvo deliciosa,['un lugar muy bonito y la comida estuvo deliciosa'],['uno lugar mucho bonito y el comida estar deliciós']
4,Fui a tomar unos tragos y buen ambiente y servicio,fui a tomar unos tragos y buen ambiente y servicio,['fui a tomar unos tragos y buen ambiente y servicio'],['ir a tomar uno trago y buen ambiente y servicio']
5,"Agradable ambiente, buen servicio","agradable ambiente, buen servicio",['agradable ambiente buen servicio'],['agradable ambiente buen servicio']
4,Muy buen lugar para eventos.,muy buen lugar para eventos.,['muy buen lugar para eventos'],['mucho buen lugar para evento']
5,En realidad habia tenido otros servicios y la vdd nada q ver ... pero hoy uuuuffff servicio al 1000,en realidad habia tenido otros servicios y la vdd nada q ver ... pero hoy uuuuffff servicio al 1000,"['en realidad habia tenido otros servicios y la vdd nada q ver', 'pero hoy uuuuffff servicio al 1000']","['en realidad habio tener otro servicio y el vdd nada q ver', 'pero hoy uuuuffff servicio al']"
4,"Linda piscina buen servicio, comida bar y restaurante.","linda piscina buen servicio, comida bar y restaurante.",['linda piscina buen servicio comida bar y restaurante'],['linda piscina buen servicio comida bar y restaurante']
4,"Buena atención, muy limpio felicitaciones","buena atencion, muy limpio felicitaciones",['buena atencion muy limpio felicitaciones'],['buen atencion mucho limpio felicitación']
1,"Pésima experiencia con la comida, revisen la higiene y manipulación de sus alimentos...","pesima experiencia con la comida, revisen la higiene y manipulacion de sus alimentos...",['pesima experiencia con la comida revisen la higiene y manipulacion de sus alimentos'],['pesimo experiencia con el comida revisen él higiene y manipulacion de su alimento']
1,"El servicio al cliente,no es muy bueno Precio por persona Q 150-200 Comida: 1 Servicio: 1 Ambiente: 1","el servicio al cliente,no es muy bueno precio por persona q 150-200 comida: 1 servicio: 1 ambiente: 1",['el servicio al clienteno es muy bueno precio por persona q 150200 comida 1 servicio 1 ambiente 1'],['el servicio al clienteno ser mucho bueno precio por persona q comida servicio ambiente']
4,"Te atienden bien, algunas comidas son buenas y otras no tanto.","te atienden bien, algunas comidas son buenas y otras no tanto.",['te atienden bien algunas comidas son buenas y otras no tanto'],['tú atender bien alguno comida ser buena y otro no tanto']
5,"Tienen una gran atención, fascinada del lugar 😍…","tienen una gran atencion, fascinada del lugar 😍…",['tienen una gran atencion fascinada del lugar '],['tener uno gran atencion fascinado del lugar']
5,"Muy buen ambiente, todo excelente","muy buen ambiente, todo excelente",['muy buen ambiente todo excelente'],['mucho buen ambiente todo excelente']
5,Excelente ambiente para tus fiestas.,excelente ambiente para tus fiestas.,['excelente ambiente para tus fiestas'],['excelente ambiente para tu fiesta']
4,Buen concepto pero le hace falta explotar más su ubicación,buen concepto pero le hace falta explotar mas su ubicacion,['buen concepto pero le hace falta explotar mas su ubicacion'],['buen concepto pero él hacer falta explotar mas su ubicacion']
4,Ameno y buen servicio. Parqueo limitado,ameno y buen servicio. parqueo limitado,"['ameno y buen servicio', 'parqueo limitado']","['ameno y buen servicio', 'parqueo limitado']"
4,"Cómodo, amigable, comida deliciosa y buena atención!","comodo, amigable, comida deliciosa y buena atencion!",['comodo amigable comida deliciosa y buena atencion'],['comodo amigable comida deliciós y buen atencion']
5,Para reuniones y convivios muy buenos muy buen lugar,para reuniones y convivios muy buenos muy buen lugar,['para reuniones y convivios muy buenos muy buen lugar'],['para reunión y convivio mucho buen mucho buen lugar']
4,"Supermercado con muy buen acceso, y surtido en sus artículos de comida y abarrotes . También licores.","supermercado con muy buen acceso, y surtido en sus articulos de comida y abarrotes . tambien licores.","['supermercado con muy buen acceso y surtido en sus articulos de comida y abarrotes', 'tambien licores']","['supermercado con mucho buen acceso y surtido en su articulo de comida y abarrot', 'tambien licor']"
5,"Fastantico porque puedo nadar, hacer ejercicio y un sauna delicioso","fastantico porque puedo nadar, hacer ejercicio y un sauna delicioso",['fastantico porque puedo nadar hacer ejercicio y un sauna delicioso'],['fastantico porque poder nadar hacer ejercicio y uno sauna delicioso']
5,Amplio servicio pero tarifas no accesibles para la mayoria de personas,amplio servicio pero tarifas no accesibles para la mayoria de personas,['amplio servicio pero tarifas no accesibles para la mayoria de personas'],['amplio servicio pero tarifa no accesibl para el mayoria de persona']
5,Es un buen lugar para refrescarse en la ciudad,es un buen lugar para refrescarse en la ciudad,['es un buen lugar para refrescarse en la ciudad'],['ser uno buen lugar para refrescar él en el ciudad']
5,ha bajado muchonel seebicio desde que es independiente de la duweza armada,ha bajado muchonel seebicio desde que es independiente de la duweza armada,['ha bajado muchonel seebicio desde que es independiente de la duweza armada'],['haber bajar muchonel seebicio desde que ser independiente de el duweza armado']
5,Muy buen lugar para recreación,muy buen lugar para recreacion,['muy buen lugar para recreacion'],['mucho buen lugar para recreacion']
5,Muy 😂 alegre todo excelente…,muy 😂 alegre todo excelente…,['muy  alegre todo excelente'],['mucho alegre todo excelente']
2,Existe poco o casi nula asistencia en la entrada y salida al complejo,existe poco o casi nula asistencia en la entrada y salida al complejo,['existe poco o casi nula asistencia en la entrada y salida al complejo'],['existir poco o casi nulo asistencia en el entrada y salido al complejo']
4,Muy buen club. Buena comida y la atención es muy agradable.,muy buen club. buena comida y la atencion es muy agradable.,"['muy buen club', 'buena comida y la atencion es muy agradable']","['mucho buen club', 'buen comida y el atencion ser mucho agradable']"
5,Excelente ceviche y buena atención.,excelente ceviche y buena atencion.,['excelente ceviche y buena atencion'],['excelente ceviche y buen atencion']
4,Lugar para eventos que puedes disfrutar con la familia y amigos,lugar para eventos que puedes disfrutar con la familia y amigos,['lugar para eventos que puedes disfrutar con la familia y amigos'],['lugar para evento que poder disfrutar con el familia y amigo']
4,Salones buenos para una fiesta. Instalaciones ya viejas falta remodelacion,salones buenos para una fiesta. instalaciones ya viejas falta remodelacion,"['salones buenos para una fiesta', 'instalaciones ya viejas falta remodelacion']","['salón buen para uno fiesta', 'instalación ya viejar falta remodelacion']"
5,Me gusta mucho para celebraciones,me gusta mucho para celebraciones,['me gusta mucho para celebraciones'],['yo gustar mucho para celebración']
1,"Hay un tipo borracho, qué se pone a cantar y no es del repertorio del lugar","hay un tipo borracho, que se pone a cantar y no es del repertorio del lugar",['hay un tipo borracho que se pone a cantar y no es del repertorio del lugar'],['haber uno tipo borracho que él poner a cantar y no ser del repertorio del lugar']
4,Cierran muy temprano. Solo comida rapida,cierran muy temprano. solo comida rapida,"['cierran muy temprano', 'solo comida rapida']","['cerrar mucho temprano', 'solo comida rapido']"
5,"Bonito en todo sentido, sin ningún defecto","bonito en todo sentido, sin ningun defecto",['bonito en todo sentido sin ningun defecto'],['bonito en todo sentido sin ningun defecto']
4,Un lugar agradable para pasarla bien.,un lugar agradable para pasarla bien.,['un lugar agradable para pasarla bien'],['uno lugar agradable para pasar él bien']
5,Divertido y con actividsdes suficientes para entretenerse.,divertido y con actividsdes suficientes para entretenerse.,['divertido y con actividsdes suficientes para entretenerse'],['divertido y con actividsd suficiente para entretener él']
5,"Buen lugar, seguro y cómodo.","buen lugar, seguro y comodo.",['buen lugar seguro y comodo'],['buen lugar seguro y comodo']
4,Agradable y me gusto la comida de hoy,agradable y me gusto la comida de hoy,['agradable y me gusto la comida de hoy'],['agradable y yo gusto el comida de hoy']
5,fácil acceso parqueo seguro sin problena,facil acceso parqueo seguro sin problena,['facil acceso parqueo seguro sin problena'],['facil acceso parqueo seguro sin problén']
5,Muy bonito lugar,muy bonito lugar,['muy bonito lugar'],['mucho bonito lugar']
5,Excelente lugar para nadar y comer,excelente lugar para nadar y comer,['excelente lugar para nadar y comer'],['excelente lugar para nadar y comer']
5,Renovaciones excelentes ambiente sofisticado,renovaciones excelentes ambiente sofisticado,['renovaciones excelentes ambiente sofisticado'],['renovación excelente ambiente sofisticado']
5,Es un lugar muy pintoresco muy lindo,es un lugar muy pintoresco muy lindo,['es un lugar muy pintoresco muy lindo'],['ser uno lugar mucho pintoresco mucho lindo']
4,Buena,buena,['buena'],['buen']
5,Bastante agradable y tranquilo el ambiente,bastante agradable y tranquilo el ambiente,['bastante agradable y tranquilo el ambiente'],['bastante agradable y tranquilo el ambiente']
5,Muy buen lugar para eventos,muy buen lugar para eventos,['muy buen lugar para eventos'],['mucho buen lugar para evento']
4,Bonito ambiente y muy familiar,bonito ambiente y muy familiar,['bonito ambiente y muy familiar'],['bonito ambiente y mucho familiar']
4,Buen lugar para celebraciones!,buen lugar para celebraciones!,['buen lugar para celebraciones'],['buen lugar para celebración']
5,Ideal para toda la familia,ideal para toda la familia,['ideal para toda la familia'],['ideal para todo el familia']
5,"Mi club de toda la vida, buena diversión","mi club de toda la vida, buena diversion",['mi club de toda la vida buena diversion'],['mi club de todo el vida buen diversion']
5,Muy bonito lugar amplio,muy bonito lugar amplio,['muy bonito lugar amplio'],['mucho bonito lugar amplio']
4,Buen lugar para reuniones y eventos,buen lugar para reuniones y eventos,['buen lugar para reuniones y eventos'],['buen lugar para reunión y evento']
5,"Buen servicio, varios salones","buen servicio, varios salones",['buen servicio varios salones'],['buen servicio varios salón']
5,De mis lugares favoritos en Guate,de mis lugares favoritos en guate,['de mis lugares favoritos en guate'],['de mi lugar favorito en guate']
5,"Las instalaciones, la comida, los jardines y el parqueo son excelentes.","las instalaciones, la comida, los jardines y el parqueo son excelentes.",['las instalaciones la comida los jardines y el parqueo son excelentes'],['el instalación el comida el jardín y el parqueo ser excelente']
5,Varios salones para disfrutar una fiesta en familia,varios salones para disfrutar una fiesta en familia,['varios salones para disfrutar una fiesta en familia'],['varios salón para disfrutar uno fiesta en familia']
5,Bonito lugar,bonito lugar,['bonito lugar'],['bonito lugar']
5,Buen lugar para compartir en fsmilia y amigos,buen lugar para compartir en fsmilia y amigos,['buen lugar para compartir en fsmilia y amigos'],['buen lugar para compartir en fsmilia y amigo']
4,Excelente lugar he instalaciones,excelente lugar he instalaciones,['excelente lugar he instalaciones'],['excelente lugar haber instalación']
5,Muy bueno para eventos,muy bueno para eventos,['muy bueno para eventos'],['mucho bueno para evento']
5,Exelente para convivios,exelente para convivios,['exelente para convivios'],['exelente para convivio']
5,Excelente servicio y ambiente agradable,excelente servicio y ambiente agradable,['excelente servicio y ambiente agradable'],['excelente servicio y ambiente agradable']
4,Un conveniente lugar para reuniones sociales .,un conveniente lugar para reuniones sociales .,['un conveniente lugar para reuniones sociales'],['uno conveniente lugar para reunión social']
2,"Salón de antaño, instalaciones descuidadas pero funcionales aún.","salon de antanio, instalaciones descuidadas pero funcionales aun.",['salon de antanio instalaciones descuidadas pero funcionales aun'],['salon de antanio instalación descuidado pero funcional aun']
5,Exelente servicio rapido,exelente servicio rapido,['exelente servicio rapido'],['exelente servicio rapido']
1,"Visite su restaurante , muy mal servicio.","visite su restaurante , muy mal servicio.",['visite su restaurante  muy mal servicio'],['visitar su restaurante mucho mal servicio']
4,Temperatura del agua de la piscina agradable.,temperatura del agua de la piscina agradable.,['temperatura del agua de la piscina agradable'],['temperatura del agua de el piscina agradable']
5,Muy buen lugar,muy buen lugar,['muy buen lugar'],['mucho buen lugar']
